tweet_id|class_pos|class_both|tweet_word_list|tweet_cmplt|class_annotated
935341586342297600|"['not_applicable']"|"['health']"|"['rate', 'going', 'work', 'even', 'suffer', 'horrific', 'sudden', 'death', 'called', 'back', 'office']"|"'RT @isnani: At the rate we are going with our work, even if you suffer a horrific sudden death, you’d be called back to the office. 😶'"|"['meaning_in_life']"
935327382650654721|"['safety_security']"|"['economics']"|"['phillip', 'futures', 'daily', 'times', 'top', 'stories']"|"'Phillip Futures Daily Times:  https://t.co/mt2ImcLTZ0 - top stories by @TonyFratto, @davidwchen, @marclacey'"|"['not_applicable']"
935334954606657537|"['not_applicable']"|"['not_applicable']"|"['going', 'live', 'call', 'duty']"|'RT @MegaManZeroSKUM: Going live with some Call of Duty! https://t.co/Pp1RxJDAXQ @SKUMGaming @TwitchSharer @TwitchTVOnline  #SupportSmallStr…'|"['not_applicable']"
935427719617056768|"['not_applicable']"|"['not_applicable']"|"['watch', 'vj', 'hanli', 'takes', 'red', 'carpet', 'even', 'said', 'hi', 'jackson', 'wang', 'vamps']"|"'RT @mtvasia: Watch as VJ Hanli takes on the @MTVEMA red carpet and even said hi to Jackson Wang, The Vamps and more! 👋😊 https://t.co/a1sdNG…'"|"['not_applicable']"
935469926051020801|"['not_applicable']"|"['health']"|"['said', 'going', 'get', 'milk']"|'RT @halfadams: She said she was just going out to get some milk... https://t.co/y7cnM0eC9D'|"['not_applicable']"
935435429041655808|"['health']"|"['health']"|"['lasting', 'relationships', 'include', 'alot', 'forgiveness', 'truth', 'everybody', 'going', 'hurt', 'whether', 'small']"|'RT @CraziestSex: All lasting relationships include alot of forgiveness. Truth is everybody going to hurt you whether it be small or… '|"['social_relations']"
935461840494063616|"['skip']"|"['skip']"|"['sole', 'breadwinner', 'needing', 'handouts', 'come', 'expecting', 'fourth', 'child', 'sometimes', 'boggle']"|"'RT @endorphynn: If you’re a sole breadwinner and needing handouts, how come you’re expecting a fourth child.. sometimes this boggle… '"|"['not_applicable']"
935341641379880961|"['meaning_in_life']"|"['meaning_in_life']"|"['engagement', 'really', 'quite', 'extraordinary', 'divorced', 'american', 'woman', 'child', 'black', 'mother', 'w']"|'RT @yashar: This engagement is really quite extraordinary....a divorced American woman who is the child of a black mother and w… '|"['social_relations']"
935354281913446400|"['not_applicable']"|"['not_applicable']"|"['meeting', 'beating', 'catching', 'first', 'perfect', 'iv', 'legendary', 'pokémon']"|"'Meeting, beating &amp; catching my first perfect IV legendary Pokémon, #Ho-oh! #pokémongo https://t.co/NpNYeWfe4B'"|"['not_applicable']"
935359600781508608|"['meaning_in_life']"|"['health']"|"['yall', 'understand', 'dumb', 'felt', 'remembered', 'ellen', 'show', 'america']"|'RT @jiaersoo: yall don’t understand how dumb I felt after I remembered Ellen is a show in America... https://t.co/chLFS3pWy6|"['not_applicable']"
935417161689939968|"['not_applicable']"|"['not_applicable']"|"['youtube', 'series', 'foursome', 'mentioned', 'shinee', 'hey', 'little', 'girl', 'wanna', 'like', 'come', 'see', 'shinee']"|'RT @waeshinee: Youtube Series - Foursome S2E4  She mentioned SHINee!!  “Hey little girl do you wanna like come and see this SHINee… '|"['not_applicable']"
935385290088345602|"['not_applicable']"|"['health']"|"['really', 'care', 'ass', 'big', 'know', 'got', 'water', 'wet']"|'RT @OfficialKwaman: when she really don’t care about her ass being big because she know she got that water wet 💦'|"['not_applicable']"
935458240334258177|"['not_applicable']"|"['health']"|"['anyway', 'tmr', 'flying', 'tokyo', 'haha']"|'@ZaGoonerki @BarnabyPhillips @OxfordCity Anyway @ZaGoonerki tmr I flying to Tokyo haha 😆'|"['not_applicable']"
935350095196942336|"['economics']"|"['economics']"|"['hear', 'discuss', 'impact', 'enable', 'new', 'opportunities', 'emerging', 'markets']"|'Hear @eskimon discuss the impact of #mobile that enable new opportunities for the emerging markets in 2017 https://t.co/PdxYnMFXVy'|"['economics']"
935401671038984192|"['not_applicable']"|"['not_applicable']"|"['info', 'baek', 'yeon', 'release', 'song', 'sm', 'station', 'released', 'december']"|'RT @5REDVELVET: [INFO] #WENDY and Baek A Yeon will release a song for SM Station 2 to be released on 1st December https://t.co/NycosvNw5C'|"['not_applicable']"
935450664724869120|"['not_applicable']"|"['not_applicable']"|"['upcoming', 'run', 'bts', 'ep', 'tomorrow', 'nov', 'kst']"|"'RT @Bulletproof_SG: [UPCOMING] Run BTS! 2017 - EP.29 tomorrow, 28 Nov @ 9PM KST  #방탄소년단 @BTS_twt https://t.co/WLpUACH4TX'"|"['not_applicable']"
935312879607148544|"['meaning_in_life']"|"['health']"|"['exactly', 'qistina', 'people', 'change']"|'Exactly qistina. People. Change! https://t.co/gZapAcoLkM'|"['meaning_in_life']"
935352716288651264|"['not_applicable']"|"['health']"|"['rate', 'going', 'work', 'even', 'suffer', 'horrific', 'sudden', 'death', 'called', 'back', 'office']"|"'RT @isnani: At the rate we are going with our work, even if you suffer a horrific sudden death, you’d be called back to the office. 😶'"|"['meaning_in_life']"
935365157944950785|"['safety_security']"|"['health']"|"['spent', 'day', 'impressed', 'innovation', 'displayed', 'french', 'companies', 'saving', 'lives', 'provi']"|'RT @GJ_Lacroix: I spent the day at #RSNA2017. Impressed by the innovation displayed by the French companies. Saving lives and provi… '|"['health']"
935354364432023552|"['not_applicable']"|"['not_applicable']"|"['exclusive', 'bts', 'takes', 'stage', 'dna', 'ellen', 'show']"|'RT @Bulletproof_SG: EXCLUSIVE! BTS Takes the Stage with ‘DNA’ in The Ellen Show  #방탄소년단 @BTS_twt  https://t.co/txCCIdUPLY'|"['not_applicable']"
935338620558311424|"['health']"|"['health']"|"['people', 'never', 'change', 'learn', 'lesson']"|RT @SonOfMazlan: Some people will never change? Or won't they learn from their lesson?|"['social_relations']"
935399194369462272|"['not_applicable']"|"['not_applicable']"|"['using', 'goblin', 'osts', 'reference', 'fk', 'unfair']"|'Using goblin osts as a reference fk so unfair'|"['not_applicable']"
935439467950751744|"['not_applicable']"|"['health']"|"['info', 'vlive', 'broadcasting', 'wings', 'tour', 'final', 'concert', 'dec', 'kst', 'need', 'need', 'buy']"|'RT @Bulletproof_SG: [INFO] VLIVE+ will be broadcasting THE WINGS TOUR THE FINAL concert on 10 Dec @ 5PM KST. You will need need buy the… '|"['not_applicable']"
935346389520859137|"['not_applicable']"|"['not_applicable']"|"['photos', 'official', 'ig', 'like', 'comment']"|'RT @Emelyn722: More photos on the @broadwaygems official IG! Like and comment!  #MAYMAYLovesBroadwayGems https://t.co/S30mMcmRpa'|"['not_applicable']"
935411919615279105|"['not_applicable']"|"['not_applicable']"|"['stoked', 'new', 'single', 'friday']"|'RT @sonymusicsg: We #MissYou and we are so stoked for the new single this Friday 😱👀🤘🏻 https://t.co/TXkFtb3Xl5|"['not_applicable']"
935356145601888258|"['politics']"|"['politics']"|"['hired', 'advertisement', 'company', 'pm', 'campaign']"|'@isai_ He hired some advertisement company for his PM campaign..'|"['politics']"
935341694471376896|"['not_applicable']"|"['health']"|"['travel', 'changed', 'tell', 'us', 'experience', 'words']"|'RT @obetterworld: How has travel changed you? Tell us about your experience in 6 words. #SixWordStory #BetterTraveller #ttot https://t.co/W…'|"['not_applicable']"
935319914428157953|"['not_applicable']"|"['not_applicable']"|"['oppo', 'launches', 'plus', 'singapore', 'mp', 'cameras', 'starting']"|"'OPPO launches R11 and R11s Plus in Singapore, with up to 20 MP cameras starting at $699 https://t.co/y086KWiXMH'"|"['not_applicable']"
935321762157314048|"['not_applicable']"|"['health']"|"['united', 'nations', 'weibo', 'update', 'video', 'world', 'aids', 'day', 'december', 'holding', 'hands', 'holding', 'hope', 'thi']"|'RT @youngstars710: 171128 United Nations weibo update - video for 30th World Aids Day on 1 December (Holding Hands Holding Hope)  *thi… '|"['health']"
935411350473359360|"['not_applicable']"|"['not_applicable']"|"['ktown', 'sent', 'saying', 'pause', 'album', 'lot', 'heavier', 'stated', 'p']"|'RT @kjwbabo: Ktown4u sent me e-mail saying that the PAUSE album is a lot more heavier than what they stated before so I should p… '|"['not_applicable']"
935451876476166144|"['safety_security']"|"['social_relations']"|"['israeli', 'soldier', 'beat', 'man', 'committed', 'war', 'crimes', 'israeli', 'gov', 'nah', 'u', 'lol', 'soldier', 'ummm', 'yeah']"|"'RT @NoHoesPali: Israeli soldier:"" i beat a man, committed war crimes""  Israeli gov: ""nah u didn\'t lol""  Soldier:"" ummm yeah i did,… '"|"['meaning_in_life']"
935352454807306240|"['health']"|"['health']"|"['burger', 'banjir', 'flooded', 'cheese', 'sauce', 'also', 'sell', 'spring', 'chicken', 'fish', 'chips', 'steak', 'cheese', 'sticks']"|"RT @gluttonivore: Burger Banjir 😍 'Flooded' with  cheese sauce! They also sell spring chicken, fish &amp; chips, steak and cheese sticks… "|"['not_applicable']"
935429949040730113|"['not_applicable']"|"['health']"|"['love', 'putting', 'things', 'cart', 'never', 'buying']"|'RT @Dory: I love putting things in my cart and never buying them https://t.co/9gQVc5xcb5|"['not_applicable']"
935391547196977153|"['not_applicable']"|"['not_applicable']"|"['calling', 'journalists', 'support', 'story', 'thankful', 'e']"|"'RT @ICFJ: Calling all journalists and those who support them! This #GivingTuesday, what’s a story that you’re thankful for? E… '"|"['not_applicable']"
935461123616251904|"['not_applicable']"|"['not_applicable']"|"['new', 'fans', 'please', 'receive', 'big', 'hug', 'oppa']"|"'RT @huochevan: To new fans of #손호준 #SonHoJun, please receive this big hug from oppa :) https://t.co/6eWE5zznMN'"|"['not_applicable']"
935388357248667648|"['health']"|"['health']"|"['study', 'test', 'new', 'diabetes', 'programme']"|'Study to test new diabetes programme https://t.co/am3ebgDD2J https://t.co/5BZmJn6lwS'|"['health']"
935353431933546496|"['social_relations']"|"['social_relations']"|"['swedish', 'politician', 'forced', 'resign', 'saying', 'muslims', 'fully', 'human']"|Swedish politician forced to resign after saying Muslims are 'not fully human' https://t.co/zpWr5cUbwG|"['social_relations']"
935459587653754880|"['not_applicable']"|"['health']"|"['info', 'vlive', 'broadcasting', 'wings', 'tour', 'final', 'concert', 'dec', 'kst', 'need', 'need', 'buy']"|'RT @Bulletproof_SG: [INFO] VLIVE+ will be broadcasting THE WINGS TOUR THE FINAL concert on 10 Dec @ 5PM KST. You will need need buy the… '|"['not_applicable']"
935417417609572352|"['not_applicable']"|"['not_applicable']"|"['chanday', 'party', 'chanyeol', 'preference', 'bingo', 'game', 'piano', 'vs', 'guitar', 'rock', 'vs', 'hiphop', 'pizza', 'vs', 'chicken']"|"'RT @qtpiebyunbaek: 2017 CHANDAY PARTY- CHANYEOL &amp; EXO-L PREFERENCE BINGO GAME  ""Piano vs Guitar"", ""Rock vs Hiphop"", ""Pizza vs Chicken""… '"|"['not_applicable']"
935370707390918657|"['not_applicable']"|"['environment']"|"['pokemon', 'hardest', 'catch', 'pokemon', 'think', 'entei', 'harder', 'catch', 'today', 'caught']"|Ho-Oh Will Be Pokemon Go's Hardest to Catch Pokemon -- I think entei is harder to catch.. today caught 4 ho-oh from… https://t.co/zdgBazF7aY|"['not_applicable']"
935450514384232448|"['achievement']"|"['politics']"|"['education', 'personalizing', 'teaching', 'learning', 'experience']"|'RT @SachinLulla: #IBM #Watson Education Personalizing the teaching &amp; learning experience https://t.co/EFTlLus8B5 #Cognitive #InternetOfThin…'|"['achievement']"
935440910027857920|"['not_applicable']"|"['health']"|"['info', 'vlive', 'broadcasting', 'wings', 'tour', 'final', 'concert', 'dec', 'kst', 'need', 'need', 'buy']"|'RT @Bulletproof_SG: [INFO] VLIVE+ will be broadcasting THE WINGS TOUR THE FINAL concert on 10 Dec @ 5PM KST. You will need need buy the… '|"['not_applicable']"
935311954876313600|"['meaning_in_life']"|"['health']"|"['chanyeol', 'saying', 'thank', 'parents', 'members', 'family', 'also', 'tobennie']"|"RT @qtpiebyunbaek: Here's Chanyeol saying his 'Thank you's to EXO-Ls, their parents, the members' family and also Tobennie ♡ https://t.co/u…"|"['not_applicable']"
935386337842159616|"['politics']"|"['politics']"|"['office', 'gujarat', 'yrs', 'centre', 'yrs', 'incredible', 'gujarat', 'campaign']"|"RT @pbhushan1: After being in office in Gujarat for 22 yrs &amp; at Centre for 3.5 yrs, it's incredible that Modi's Gujarat campaign i… "|"['politics']"
935392724651405313|"['meaning_in_life']"|"['health']"|"['yeah', 'exactly', 'whatever', 'fuck', 'want', 'minho', 'stay', 'unbothered', 'funny']"|RT @twinkle_sw01: @minhologist Yeah exactly. They can do whatever the fuck they want to and minho would stay unbothered. What's funny… |"['not_applicable']"
935407210275921922|"['meaning_in_life']"|"['meaning_in_life']"|"['michelle', 'delighted', 'congratulate', 'prince', 'harry', 'meghan', 'markle', 'engagement', 'wish', 'life']"|'RT @BarackObama: Michelle and I are delighted to congratulate Prince Harry and Meghan Markle on their engagement. We wish you a life… '|"['not_applicable']"
935418034067349505|"['not_applicable']"|"['health']"|"['chanyeol', 'receiving', 'birthday', 'wishes', 'members', 'order', 'timing', 'baekhyun', 'sehun', 'minseok', 'jongin']"|"'RT @qtpiebyunbaek: Chanyeol receiving birthday wishes from the members in order of timing!  Baekhyun #1, Sehun #2, Minseok #3, Jongin… '"|"['not_applicable']"
935332543775178752|"['meaning_in_life']"|"['health']"|"['prince', 'harry', 'proposed', 'meghan', 'markle', 'roast', 'chicken']"|'RT @sphasiaone: How Prince Harry proposed to Meghan Markle: Over roast chicken https://t.co/G38Qodig2N'|"['not_applicable']"
935406358991478784|"['not_applicable']"|"['not_applicable']"|"['realized', 'really', 'good', 'taste', 'music', 'glad']"|I just realized ... that I really have a good taste in music. I'm glad I do.|"['not_applicable']"
935316942772060160|"['politics']"|"['environment']"|"['antarctica', 'campaign', 'ft', 'myungsoo', 'cr']"|"'RT @StayWithYouL: ""2041 Antarctica"" Campaign (ft. Myungsoo) 💕💕💕 Cr. hooxi_official  https://t.co/YGp7K9Wxeh https://t.co/SsUgjpYbmY'"|"['environment']"
935463587773943810|"['not_applicable']"|"['health']"|"['ah', 'see', 'many', 'u', 'hv', 'seems', 'like', 'u', 'hv', 'lot', 'hehe', 'wanna', 'see', 'ur', 'sj', 'collection', 'u', 'dun', 'mind']"|'@harulady_ ah I see. How many do u hv ? Seems like u hv a lot hehe.. I wanna see ur SJ collection if u dun mind but… https://t.co/qySikC7Olq'|"['not_applicable']"
935373197515436032|"['social_relations']"|"['social_relations']"|"['whales', 'deliberately', 'hunted', 'accident', 'loophole', 'allows', 'south', 'korean', 'fishermen', 'accidentally']"|@STcom How Whales Are Deliberately Hunted by 'Accident' A loophole allows South Korean fishermen who “accidentally”… https://t.co/D0M98qViOV|"['environment']"
935406860563136512|"['not_applicable']"|"['not_applicable']"|"['party', 'chanyeol', 'says', 'plays', 'battleground', 'baekhyun', 'get', 'first', 'place', 'unconditionally']"|"RT @qtpiebyunbaek: [CHAN-DAY PARTY 2017] Chanyeol says if he plays Battleground with Baekhyun, they'll get first place unconditionally… "|"['not_applicable']"
935408794518949888|"['not_applicable']"|"['not_applicable']"|"['minho', 'shower', 'getting', 'ready', 'visit', 'shinee', 'members', 'solo', 'schedules', 'give', 'und']"|'RT @minhologist: this is Minho in the shower getting ready to visit shinee members during their solo schedules and give them his und… '|"['not_applicable']"
935443905948127233|"['not_applicable']"|"['not_applicable']"|"['new', 'nac', 'survey', 'shows', 'two', 'three', 'singaporeans', 'proud', 'homegrown', 'music']"|'New NAC survey shows two in three Singaporeans proud of homegrown music'|"['achievement']"
